id,backers_count,blurb,category_id,category_name,category_parent_id,category_parent_name,category_url,converted_pledged_amount,country,created_at,creator_id,creator_name,creator_url,currency,deadline,fx_rate,goal,launched_at,location_country,location_id,location_name,location_state,location_type,name,percent_funded,pledged,profile_blurb,profile_id,profile_name,profile_project_id,profile_state,profile_state_changed_at,project_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_exchange_rate,usd_pledged,usd_type
1955357092,219382,This is a card game for people who are into kittens and explosions and laser beams and sometimes goats.,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,8782571,US,1418632794,1281334714,Exploding Kittens,https://www.kickstarter.com/profile/elanlee,USD,1424397600,1,10000,1421776819,US,2442047,Los Angeles,CA,Town,Exploding Kittens,87825.7199,8782571.99,This is a card game for people who are into kittens and explosions and laser beams and sometimes goats.,1577596,Exploding Kittens,1577596,active,1427580690,https://www.kickstarter.com/projects/elanlee/exploding-kittens,true,true,successful,1424397679,1,1,8782571.99,domestic
814466473,5575,20 m/s² Acceleration | Up to 16 Colors | 7 μm Lidar | PA / PC / Carbon / Support Filaments | Dual-ABL | Spaghetti Detection,331,3D Printing,16,Technology,http://www.kickstarter.com/discover/categories/technology/3d%20printing,7005014,HK,1650877695,665931828,Bambu Lab,https://www.kickstarter.com/profile/bambulab,HKD,1656601162,0.12745286,78495,1654009162,HK,2165352,Hong Kong,Hong Kong Island,Town,Bambu Lab X1: CoreXY Color 3D Printer with Lidar and AI,70030.9617937448,54970803.46,20 m/s² Acceleration | Up to 16 Colors | 7 μm Lidar | PA / PC / Carbon / Support Filaments | Dual-ABL | Spaghetti Detection,4394500,Bambu Lab X1: CoreXY Color 3D Printer with Lidar and AI,4394500,active,1659079419,https://www.kickstarter.com/projects/bambulab/bambu-lab-x1-corexy-color-3d-printer-with-lidar-and-ai,true,true,successful,1656601162,0.12740298,0.12743155,7003444.17379831,domestic
1659939932,29778,Celebrate 10 years of The Stormlight Archive with Brandon Sanderson,47,Fiction,18,Publishing,http://www.kickstarter.com/discover/categories/publishing/fiction,6788517,US,1581127704,74501917,Dragonsteel Entertainment,https://www.kickstarter.com/profile/dragonsteel,USD,1596834300,1,250000,1594134001,US,2487610,Salt Lake City,UT,Town,The Way of Kings 10th Anniversary Leatherbound Edition,2715.406888,6788517.22,Celebrate 10 years of The Stormlight Archive with Brandon Sanderson,3929719,The Way of Kings 10th Anniversary Leatherbound Edition,3929719,active,1597182189,https://www.kickstarter.com/projects/dragonsteel/the-way-of-kings-10th-anniversary-leatherbound-edition,true,true,successful,1596834300,1,1,6788517.22,domestic
1415287630,47854,The massive expansion to The Binding of Isaac: Four Souls,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,6720471,US,1611167330,923628857,Edmund McMillen,https://www.kickstarter.com/profile/isaacfoursouls,USD,1625209140,1,100000,1622530819,US,2442047,Los Angeles,CA,Town,The Binding of Isaac: Four Souls Requiem,6720.47191,6720471.91,The massive expansion to The Binding of Isaac: Four Souls,4147434,The Binding of Isaac: Four Souls Requiem,4147434,active,1625240169,https://www.kickstarter.com/projects/isaacfoursouls/the-binding-of-isaac-4-souls-requiem,true,true,successful,1625209140,1,1,6720471.91,domestic
374051904,55236,Just fill with water and the plant will take only what it needs to visibly grow & flourish on the exterior surface of the planter.,28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,6391763,US,1558006842,399975919,tevaplanter,https://www.kickstarter.com/profile/terraplanter,USD,1592625540,1,20000,1588698003,US,12485627,Long Island,NY,Island,terraplanter - visibly follow the journey from seed to plant,31958.8164,6391763.28,Just fill with water and the plant will take only what it needs to visibly grow & flourish on the exterior surface of the planter.,3733425,tevaplanter - visibly follow the journey from seed to plant,3733425,active,1592626109,https://www.kickstarter.com/projects/terraplanter/terra-planter-the-inside-out-hydroponic-planter-pot,true,true,successful,1592625541,1,1,6391763.28,domestic
947809001,69320,Yu Suzuki presents the long awaited third installment in the Shenmue series.,35,Video Games,12,Games,http://www.kickstarter.com/discover/categories/games/video%20games,6333295,US,1433238208,1569150382,Ys Net,https://www.kickstarter.com/profile/ysnet,USD,1437184264,1,2000000,1434419464,JP,1118370,Tokyo,Tokyo Prefecture,Town,Shenmue 3,316.6647885,6333295.77,Yu Suzuki presents the long awaited third installment in the Shenmue series.,1935067,Shenmue 3,1935067,active,1442465554,https://www.kickstarter.com/projects/ysnet/shenmue-3,true,true,successful,1437184264,1,1,6333295.77,domestic
1152735261,18220,Pono's mission is to provide the best possible listening experience of your favorite digital music.,339,Sound,16,Technology,http://www.kickstarter.com/discover/categories/technology/sound,6225354,US,1393347728,1003614822,the PonoMusic Team,https://www.kickstarter.com/profile/1003614822,USD,1397583042,1,800000,1394559042,US,2487956,San Francisco,CA,Town,Pono Music - Where Your Soul Rediscovers Music,778.1693725,6225354.98,null,904883,null,904883,inactive,1425915849,https://www.kickstarter.com/projects/1003614822/ponomusic-where-your-soul-rediscovers-music,true,true,successful,1397583042,1,1,6225354.98,domestic
755266685,91585,UPDATED: This is it. We're making a Veronica Mars movie! Now the only question is: how big can we make it? We need your help!,31,Narrative Film,11,Film & Video,http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film,5702153,US,1320444480,559914737,Rob Thomas,https://www.kickstarter.com/profile/559914737,USD,1365822000,1,2000000,1363185742,US,2487889,San Diego,CA,Town,The Veronica Mars Movie Project,285.107669,5702153.38,null,57628,null,57628,inactive,1425915803,https://www.kickstarter.com/projects/559914737/the-veronica-mars-movie-project,true,true,successful,1365822035,1,1,5702153.38,domestic
606910105,31178,"Dark Souls™ - The Board Game is a strategically challenging, deeply immersive combat exploration game for 1-4 players.",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,5417664,GB,1435319639,957243668,Steamforged Games Ltd,https://www.kickstarter.com/profile/steamforged,GBP,1463425172,1.22108471,50000,1461092372,GB,36177,Stockport,England,Town,Dark Souls™ - The Board Game,7542.94962,3771474.81,"DARK SOULS™: The Board Game is a strategically challenging, deeply immersive combat exploration game for 1-4 players.",1982424,Dark Souls™ - The Board Game,1982424,active,1463425263,https://www.kickstarter.com/projects/steamforged/dark-soulstm-the-board-game,true,true,successful,1463425172,1.41663125,1.43648441,5342789.07443381,domestic
557230947,105857,Bring Reading Rainbow’s library of interactive books & video field trips to more platforms & provide free access to classrooms in need!,342,Web,16,Technology,http://www.kickstarter.com/discover/categories/technology/web,5408916,US,1398222021,1038554387,LeVar Burton & Reading Rainbow,https://www.kickstarter.com/profile/readingrainbow,USD,1404327600,1,1000000,1401282345,US,2442047,Los Angeles,CA,Town,"Bring Reading Rainbow Back for Every Child, Everywhere!",540.891695,5408916.95,Bring Reading Rainbow’s library of interactive books & video field trips to more platforms & provide free access to classrooms in need!,988854,"Bring Reading Rainbow Back for Every Child, Everywhere!",988854,active,1445548232,https://www.kickstarter.com/projects/readingrainbow/bring-reading-rainbow-back-for-every-child-everywh,true,true,successful,1404327611,1,1,5408916.95,domestic
1798645062,17974,A glowing solar system on your wrist! A collection of watches to celebrate the 50th anniversary of the NASA Apollo 11 moon landing.,28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,5405412,US,1559581709,935860147,Xeric,https://www.kickstarter.com/profile/watchismo,USD,1565211600,1,10000,1563296048,US,2487956,San Francisco,CA,Town,Xeric Apollo 11 50th Anniversary Automatic Watch,54054.1239,5405412.39,A glowing solar system on your wrist! A collection of watches to celebrate the 50th anniversary of the NASA Apollo 11 moon landing.,3745808,Xeric Apollo 11 50th Anniversary Automatic Watch,3745808,active,1565215205,https://www.kickstarter.com/projects/watchismo/xeric-nasa-trappist-1-automatic-watch,true,true,successful,1565211601,1,1,5405412.39,domestic
392350769,1183,Up to 64kWh | 3800-7600W AC Output | 120/240V Dual Voltage | Max 6.6kWh Recharge in 1 Hour | Semi-Solid State & LFP Batteries | 0ms UPS,52,Hardware,16,Technology,http://www.kickstarter.com/discover/categories/technology/hardware,5394102,US,1656399377,625327275,Zendure,https://www.kickstarter.com/profile/zendure,USD,1668876312,1,10000,1664466312,US,2467861,Palo Alto,CA,Town,SuperBase V: First Plug-and-Play Home Energy Storage System,53941.02,5394102,Up to 64kWh | 3800-7600W AC Output | 120/240V Dual Voltage | Max 6.6kWh Recharge in 1 Hour | Semi-Solid State & LFP Batteries | 0ms UPS,4431179,SuperBase V: First Plug-and-Play Home Energy Storage System,4431179,active,1668876728,https://www.kickstarter.com/projects/zendure/superbase-v-first-plug-and-play-home-energy-storage-system,true,true,successful,1668876312,1,1,5394102,domestic
1589998249,13752,Luggage redefined: a carry-on Travel Backpack and system of Packing Tools designed around the idea that no two trips are the same.,28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,5206611,US,1530805541,97103764,Peak Design,https://www.kickstarter.com/profile/peak-design,USD,1537488000,1,500000,1532368800,US,2487956,San Francisco,CA,Town,The Travel Line: Versatile Travel Backpack + Packing Tools,1041.322392,5206611.96,Luggage redefined: a carry-on Travel Backpack and system of Packing Tools designed around the idea that no two trips are the same.,3418772,The Travel Line: Versatile Travel Backpack + Packing Tools,3418772,active,1537641859,https://www.kickstarter.com/projects/peak-design/the-travel-line-versatile-travel-backpack-packing,true,true,successful,1537488000,1,1,5206611.96,domestic
1009661017,18550,Your Last Chance - Join The World's Most Funded Timepiece Project In Kickstarter History!,7,Design,null,null,http://www.kickstarter.com/discover/categories/design,5055763,NL,1477777439,2050848594,Danielius & Matas,https://www.kickstarter.com/profile/2050848594,EUR,1481864400,1.08932462,20000,1479326444,IT,718345,Milan,Lombardy,Town,Redefining Italian Luxury Watches - Filippo Loreti,24047.74,4809548,Click below to discover full Filippo Loreti collection:,2738769,Redefining Premium Watches - Filippo Loreti,2738769,active,1481864747,https://www.kickstarter.com/projects/2050848594/redefining-italian-luxury-watches-filippo-loreti,true,false,successful,1481864400,1.07503763,1.0511931,5170445.08329124,domestic
1845881184,2762,The G32 revolutionizes gas grilling and perfectly adjusts to your grilling needs,10,Food,null,null,http://www.kickstarter.com/discover/categories/food,5028973,DE,1584970037,614621834,Otto Wilde Grillers,https://www.kickstarter.com/profile/ottowildegrillers,EUR,1592053410,1.08932462,30000,1589461410,DE,646099,Dusseldorf,North Rhine-Westphalia,Town,Otto's G32 – the first smart and modular gas grill.,14893.5052333333,4468051.57,The G32 revolutionizes gas grilling and perfectly adjusts to your grilling needs,3958141,Otto's G32 – the first smart and modular gas grill.,3958141,active,1592056287,https://www.kickstarter.com/projects/ottowildegrillers/ottos-g32-the-first-smart-and-modular-gas-grill,true,true,successful,1592053410,1.08507651,1.12554054,4848177.80407562,domestic
951351108,20398,The ultimate tabletop monster hunting experience! Cooperative arena combat board game based on the bestselling video game 🟢✨⚔️,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,4809104,GB,1570722878,957243668,Steamforged Games Ltd,https://www.kickstarter.com/profile/steamforged,GBP,1619802000,1.22108471,150000,1618938002,GB,28218,Manchester,England,Town,Monster Hunter World: The Board Game,2298.84148,3448262.22,The ultimate tabletop monster hunting experience! Cooperative arena combat board game based on the bestselling video game ✨⚔️,3830126,Monster Hunter World: The Board Game,3830126,active,1619802285,https://www.kickstarter.com/projects/steamforged/monster-hunter-world-the-board-game,true,true,successful,1619802000,1.38331528,1.39464568,4770033.81837272,domestic
990465656,5118,"The ELEGOO Jupiter lets printing large scale, high accuracy, and intricate parts really simple.",331,3D Printing,16,Technology,http://www.kickstarter.com/discover/categories/technology/3d%20printing,4740248,US,1626142391,2019681656,elegoo official,https://www.kickstarter.com/profile/elegooofficial,USD,1633960844,1,100000,1631368844,CN,2161853,Shenzhen,Guangdong,Town,"ELEGOO Jupiter: 12.8"" 6K Mono MSLA 3D Printer",4740.248,4740248,"The ELEGOO Jupiter lets printing large scale, high accuracy, and intricate parts really simple.",4247690,"ELEGOO Jupiter: 12.8"" 6K Mono MSLA 3D Printer",4247690,active,1634718485,https://www.kickstarter.com/projects/elegooofficial/elegoo-jupiter-128-6k-mono-msla-3d-printer,true,true,successful,1633960844,1,1,4740248,domestic
545167048,23805,A weighted blanket engineered to be 10% of your body weight to naturally reduce stress and increase relaxation.,28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,4729263,US,1488914237,1620645203,John Fiorentino,https://www.kickstarter.com/profile/1620645203,USD,1496192400,1,21500,1493217995,US,12589335,Brooklyn,NY,County,"Gravity: The Weighted Blanket for Sleep, Stress and Anxiety",21996.5726976744,4729263.13,A weighted blanket engineered to be 10% of your body weight to naturally reduce stress and increase relaxation.,2910140,"Gravity: The Weighted Blanket for Sleep, Stress and Anxiety",2910140,active,1496251753,https://www.kickstarter.com/projects/1620645203/gravity-the-weighted-blanket-for-sleep-stress-and,true,false,successful,1496192400,1,1,4729263.13,domestic
1900597540,46307,"An epic experience from the creators of classic JRPGs, with an intricate story and a gigantic cast of characters!",35,Video Games,12,Games,http://www.kickstarter.com/discover/categories/games/video%20games,4571419,JP,1590133137,2017367499,Rabbit & Bear Studios,https://www.kickstarter.com/profile/rabbitandbearstudios,JPY,1598716800,0.00778013,53808516,1595865625,JP,1118370,Tokyo,Tokyo Prefecture,Town,Eiyuden Chronicle: Hundred Heroes,895.0662029036,481621841,null,3999671,null,3999671,inactive,1590133137,https://www.kickstarter.com/projects/rabbitandbearstudios/eiyuden-chronicle-hundred-heroes,true,true,successful,1598716800,0.0094213,0.00949172,4537503.8506133,domestic
142016465,26199,"A FULL GYM IN YOUR HANDS: Transform your Body at Home, Office & On the Go. Lose the Weights, Keep the Resistance.",28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,4411495,US,1585079708,1769337373,Paul Francis,https://www.kickstarter.com/profile/oyo,USD,1592532000,1,30000,1588082123,US,2430683,Kansas City,MO,Town,OYO NOVA Gym,14704.9837,4411495.11,NEXT DAY SHIPPING USA & CANADA - NOVAgym.com,3959161,OYO NOVA Gym,3959161,active,1592532185,https://www.kickstarter.com/projects/oyo/oyo-nova-gym,true,true,successful,1592532000,1,1,4411495.11,domestic
505911451,10401,"CR-6 SE, a workhorse designed for who defines creativity, makes 3D printing ever easier before.",331,3D Printing,16,Technology,http://www.kickstarter.com/discover/categories/technology/3d%20printing,4380673,HK,1584430691,1001939425,Crealityofficial,https://www.kickstarter.com/profile/3dprintmill,HKD,1591362122,0.12745286,775402,1588770122,HK,2165352,Hong Kong,Hong Kong Island,Town,Creality CR-6 SE Leveling-free DIY 3D Printer Kit,4378.4872569325,33950877.76,"CR-6 SE, a workhorse designed for who defines creativity, makes 3D printing ever easier before.",3954416,Creality CR-6 SE Leveling-free DIY 3D Printer,3954416,active,1591362390,https://www.kickstarter.com/projects/3dprintmill/creality-cr-6-se-leveling-free-diy-3d-printer-kit,true,true,successful,1591362122,0.12895156,0.12902976,4378018.65052131,domestic
1491084656,30553,A semi-cooperative SF horror game where you and other crewmembers desperately fight to survive - and fulfill conflicting objectives.,34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,4302707,GB,1508789892,1416497402,Awaken Realms,https://www.kickstarter.com/profile/awakenrealms,GBP,1518019192,1.22108471,50000,1516204792,PL,526363,Wroclaw,Lower Silesia,Town,Nemesis Board Game,6161.66714,3080833.57,A semi-cooperative SF horror game where you and other crewmembers desperately fight to survive - and fulfill conflicting objectives.,3194341,Nemesis Board Game,3194341,active,1518086968,https://www.kickstarter.com/projects/awakenrealms/nemesis-board-game,true,true,successful,1518019192,1.37911822,1.39660513,4248833.70917465,domestic
124765382,21339,"Smarter than ever, Arsenal 2 uses AI to help you take amazing photos.",333,Camera Equipment,16,Technology,http://www.kickstarter.com/discover/categories/technology/camera%20equipment,4243975,US,1592672497,2092430307,Ryan Stout,https://www.kickstarter.com/profile/2092430307,USD,1601654353,1,100000,1598457553,US,2367749,Bozeman,MT,Town,"Arsenal 2, the Intelligent Camera Assistant",4243.9753,4243975.3,"Smarter than ever, Arsenal 2 uses AI to help you take amazing photos.",4018255,"Arsenal 2, the Intelligent Camera Assistant",4018255,active,1604604415,https://www.kickstarter.com/projects/2092430307/arsenal-2,true,true,successful,1601654353,1,1,4243975.3,domestic
1001502333,5946,Pimax 8K allows users to experience VR with Peripheral vision while solving the problem of screen door effect and motion sickness,52,Hardware,16,Technology,http://www.kickstarter.com/discover/categories/technology/hardware,4236618,US,1481278172,58148988,Pimax 8K VR,https://www.kickstarter.com/profile/pimax8kvr,USD,1509728543,1,200000,1505840543,US,2488042,San Jose,CA,Town,Pimax: The World's First 8K VR Headset,2118.309245,4236618.49,Pimax 8K allows users to experience VR with Peripheral vision while solving the problem of screen door effect and motion sickness,2793014,Pimax: The World's First 8K VR Headset,2793014,active,1522295720,https://www.kickstarter.com/projects/pimax8kvr/pimax-the-worlds-first-8k-vr-headset,true,true,successful,1509728544,1,1,4236618.49,domestic
419246523,31262,"Clans must use politics, strength and honor to rule the land in this board game with amazing miniatures set in legendary feudal Japan.",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,4228060,US,1487888891,1134494596,CMON,https://www.kickstarter.com/profile/cmon,USD,1491278400,1,300000,1488917055,US,2357024,Atlanta,GA,Town,Rising Sun,1409.3533333333,4228060,"Clans must use politics, strength and honor to rule the land in this board game with amazing miniatures set in legendary feudal Japan.",2892230,Rising Sun,2892230,active,1491278538,https://www.kickstarter.com/projects/cmon/rising-sun,true,true,successful,1491278400,1,1,4228060,domestic
500531075,36728,"A cookware classic improved. Incredibly versatile, lasts forever, sold at an honest price.",28,Product Design,7,Design,http://www.kickstarter.com/discover/categories/design/product%20design,4217392,US,1597952137,118233123,Misen,https://www.kickstarter.com/profile/misenkitchen,USD,1602189000,1,25000,1599570589,US,12589335,Brooklyn,NY,County,The Misen Dutch Oven,16869.56996,4217392.49,"A cookware classic improved. Incredibly versatile, lasts forever, sold at an honest price.",4055918,The Misen Dutch Oven,4055918,active,1602217666,https://www.kickstarter.com/projects/misenkitchen/the-misen-dutch-oven,true,true,successful,1602189000,1,1,4217392.49,domestic
286165030,74405,A story-driven CRPG set in the world of Monte Cook's Numenera.  We are deeply appreciative to all of you who made this possible.,35,Video Games,12,Games,http://www.kickstarter.com/discover/categories/games/video%20games,4188927,US,1359134981,842747176,inXile entertainment,https://www.kickstarter.com/profile/inxile,USD,1365206400,1,900000,1362577657,US,23417205,Newport Beach,CA,Town,Torment: Tides of Numenera,465.4363877778,4188927.49,"A story-driven CRPG set in the world of Monte Cook's Numenera.  We are deeply appreciative to all of you who made this possible. Torment: Tides of Numenera is available now for PC on Steam or GOG, as well as PlayStation 4 and Xbox One.",454960,Torment: Tides of Numenera,454960,active,1426540545,https://www.kickstarter.com/projects/inxile/torment-tides-of-numenera,true,true,successful,1365206432,1,1,4188927.49,domestic
632311551,16077,Italian Design meets Swiss Technology. Backed by industry leading 10 year warranty.,7,Design,null,null,http://www.kickstarter.com/discover/categories/design,4167719,NL,1507304421,2050848594,Danielius & Matas,https://www.kickstarter.com/profile/2050848594,EUR,1511049084,1.08932462,20000,1508367084,IT,718345,Milan,Lombardy,Town,Smart Luxury Watch Revolution - Filippo Loreti,17673.31955,3534663.91,Italian Design meets Smart Technology. Backed by industry leading 10 year warranty.,3172130,Smart Luxury Watch Revolution - Filippo Loreti,3172130,active,1511049473,https://www.kickstarter.com/projects/2050848594/join-the-luxury-watch-revolution-filippo-loreti,true,false,successful,1511049084,1.17791874,1.17909929,4163546.85919067,domestic
1512547651,21966,"Official collectibles for every fan of Brandon Sanderson's epic fantasy series: miniatures, figurines, and a high-end deluxe statue!",34,Tabletop Games,12,Games,http://www.kickstarter.com/discover/categories/games/tabletop%20games,4103311,US,1660513055,237961243,Brotherwise Games,https://www.kickstarter.com/profile/brotherwise,USD,1665716400,1,50000,1663073655,US,2442047,Los Angeles,CA,Town,Stormlight Premium Miniatures,8206.6225,4103311.25,"Official collectibles for every fan of Brandon Sanderson's epic fantasy series: miniatures, figurines, and a high-end deluxe statue!",4457868,Stormlight Premium Miniatures,4457868,active,1669073504,https://www.kickstarter.com/projects/brotherwise/stormlight-premium-miniatures,true,true,successful,1665716400,1,1,4103311.25,domestic
